No,Title,Artist,From,Got,Sorted,location,filename
695,Kickstart My Heart,Mötley Crüe,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Mötley Crüe - Kickstart My Heart,Mötley Crüe - Kickstart My Heart
696,Rattlesnake Shake,Mötley Crüe,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Mötley Crüe - Rattlesnake Shake,Mötley Crüe - Rattlesnake Shake
697,Same Ol' Situation (S.O.S.),Mötley Crüe,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Mötley Crüe - Same Ol' Situation (S.O.S.),Mötley Crüe - Same Ol' Situation (S.O.S.)
698,She Goes Down,Mötley Crüe,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Mötley Crüe - She Goes Down,Mötley Crüe - She Goes Down
699,Slice of Your Pie,Mötley Crüe,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Mötley Crüe - Slice of Your Pie,Mötley Crüe - Slice of Your Pie
700,Sticky Sweet,Mötley Crüe,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Mötley Crüe - Sticky Sweet,Mötley Crüe - Sticky Sweet
701,Time for Change,Mötley Crüe,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Mötley Crüe - Time for Change,Mötley Crüe - Time for Change
702,Without You,Mötley Crüe,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Mötley Crüe - Without You,Mötley Crüe - Without You
703,Breed,Nirvana,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Nirvana - Breed,Nirvana - Breed
704,Lounge Act,Nirvana,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Nirvana - Lounge Act,Nirvana - Lounge Act
705,On a Plain,Nirvana,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Nirvana - On a Plain,Nirvana - On a Plain
706,Polly,Nirvana,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Nirvana - Polly,Nirvana - Polly
707,Something in the Way,Nirvana,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Nirvana - Something in the Way,Nirvana - Something in the Way
708,Stay Away,Nirvana,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Nirvana - Stay Away,Nirvana - Stay Away
709,Territorial Pissings,Nirvana,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Nirvana - Territorial Pissings,Nirvana - Territorial Pissings
710,Dammit,Blink-182,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blink-182 - Dammit,Blink-182 - Dammit
711,Melatonin,Silversun Pickups,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Silversun Pickups - Melatonin,Silversun Pickups - Melatonin
712,Well Thought Out Twinkles,Silversun Pickups,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Silversun Pickups - Well Thought Out Twinkles,Silversun Pickups - Well Thought Out Twinkles
713,Hong Kong Garden,Siouxsie and The Banshees,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Siouxsie and The Banshees - Hong Kong Garden,Siouxsie and The Banshees - Hong Kong Garden
714,The Killing Jar,Siouxsie and The Banshees,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Siouxsie and The Banshees - The Killing Jar,Siouxsie and The Banshees - The Killing Jar
715,Pretty in Pink,The Psychedelic Furs,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Psychedelic Furs - Pretty in Pink,The Psychedelic Furs - Pretty in Pink
716,Stop!,Against Me!,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Against Me! - Stop!,Against Me! - Stop!
717,Cream and Bastards Rise,Harvey Danger,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Harvey Danger - Cream and Bastards Rise,Harvey Danger - Cream and Bastards Rise
718,Nearly Lost You,Screaming Trees,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Screaming Trees - Nearly Lost You,Screaming Trees - Nearly Lost You
719,Push It,Static-X,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Static-X - Push It,Static-X - Push It
720,Gone Away,The Offspring,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Offspring - Gone Away,The Offspring - Gone Away
721,Pretty Fly (For a White Guy),The Offspring,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Offspring - Pretty Fly (For a White Guy),The Offspring - Pretty Fly (For a White Guy)
722,Self Esteem,The Offspring,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Offspring - Self Esteem,The Offspring - Self Esteem
723,Charlene (I'm Right Behind You),Stephen and the Colberts,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stephen and the Colberts - Charlene (I'm Right Behind You),Stephen and the Colberts - Charlene (I'm Right Behind You)
724,Hands Down,Dashboard Confessional,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Dashboard Confessional - Hands Down,Dashboard Confessional - Hands Down
725,Bad Omen,Megadeth,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Megadeth - Bad Omen,Megadeth - Bad Omen
726,Devil's Island,Megadeth,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Megadeth - Devil's Island,Megadeth - Devil's Island
727,Good Mourning-Black Friday,Megadeth,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Megadeth - Good Mourning-Black Friday,Megadeth - Good Mourning-Black Friday
728,I Ain't Superstitious,Megadeth,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Megadeth - I Ain't Superstitious,Megadeth - I Ain't Superstitious
729,My Last Words,Megadeth,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Megadeth - My Last Words,Megadeth - My Last Words
730,The Conjuring,Megadeth,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Megadeth - The Conjuring,Megadeth - The Conjuring
731,Wake Up Dead,Megadeth,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Megadeth - Wake Up Dead,Megadeth - Wake Up Dead
732,She's a Handsome Woman,Panic! at the Disco,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Panic! at the Disco - She's a Handsome Woman,Panic! at the Disco - She's a Handsome Woman
733,Natural Disaster,Plain White T's,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Plain White T's - Natural Disaster,Plain White T's - Natural Disaster
734,One of THOSE Nights,The Cab,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Cab - One of THOSE Nights,The Cab - One of THOSE Nights
735,Skullcrusher Mountain,Jonathan Coulton,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Jonathan Coulton - Skullcrusher Mountain,Jonathan Coulton - Skullcrusher Mountain
736,Livin' at the Corner of Dude & Catastrophe,MC Frontalot feat. Brad Sucks,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/MC Frontalot feat. Brad Sucks - Livin' at the Corner of Dude & Catastrophe,MC Frontalot feat. Brad Sucks - Livin' at the Corner of Dude & Catastrophe
737,Shhh,The Darkest of the Hillside Thickets,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Darkest of the Hillside Thickets - Shhh,The Darkest of the Hillside Thickets - Shhh
738,Sorrow,Bad Religion,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bad Religion - Sorrow,Bad Religion - Sorrow
739,Bandages,Hot Hot Heat,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Hot Hot Heat - Bandages,Hot Hot Heat - Bandages
740,Shoot the Runner,Kasabian,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Kasabian - Shoot the Runner,Kasabian - Shoot the Runner
741,Limelight (Original Version),Rush,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Rush - Limelight (Original Version),Rush - Limelight (Original Version)
742,The Camera Eye,Rush,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Rush - The Camera Eye,Rush - The Camera Eye
743,Tom Sawyer (Original Version),Rush,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Rush - Tom Sawyer (Original Version),Rush - Tom Sawyer (Original Version)
744,Vital Signs,Rush,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Rush - Vital Signs,Rush - Vital Signs
745,Witch Hunt (Part III of Fear),Rush,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Rush - Witch Hunt (Part III of Fear),Rush - Witch Hunt (Part III of Fear)
746,YYZ,Rush,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Rush - YYZ,Rush - YYZ
747,You're No Rock N Roll Fun,Sleater-Kinney,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Sleater-Kinney - You're No Rock N Roll Fun,Sleater-Kinney - You're No Rock N Roll Fun
748,She Sells Sanctuary,The Cult,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Cult - She Sells Sanctuary,The Cult - She Sells Sanctuary
749,Apache Rose Peacock,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - Apache Rose Peacock,Red Hot Chili Peppers - Apache Rose Peacock
750,Blood Sugar Sex Magik,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - Blood Sugar Sex Magik,Red Hot Chili Peppers - Blood Sugar Sex Magik
751,Breaking the Girl,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - Breaking the Girl,Red Hot Chili Peppers - Breaking the Girl
752,Funky Monks,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - Funky Monks,Red Hot Chili Peppers - Funky Monks
753,I Could Have Lied,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - I Could Have Lied,Red Hot Chili Peppers - I Could Have Lied
754,If You Have to Ask,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - If You Have to Ask,Red Hot Chili Peppers - If You Have to Ask
755,Mellowship Slinky in B Major,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - Mellowship Slinky in B Major,Red Hot Chili Peppers - Mellowship Slinky in B Major
756,My Lovely Man,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - My Lovely Man,Red Hot Chili Peppers - My Lovely Man
757,Naked in the Rain,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - Naked in the Rain,Red Hot Chili Peppers - Naked in the Rain
758,Sir Psycho Sexy,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - Sir Psycho Sexy,Red Hot Chili Peppers - Sir Psycho Sexy
759,Suck My Kiss,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - Suck My Kiss,Red Hot Chili Peppers - Suck My Kiss
760,The Greeting Song,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - The Greeting Song,Red Hot Chili Peppers - The Greeting Song
761,The Power of Equality,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - The Power of Equality,Red Hot Chili Peppers - The Power of Equality
762,The Righteous and the Wicked,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - The Righteous and the Wicked,Red Hot Chili Peppers - The Righteous and the Wicked
763,They're Red Hot,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - They're Red Hot,Red Hot Chili Peppers - They're Red Hot
764,Under the Bridge,Red Hot Chili Peppers,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Red Hot Chili Peppers - Under the Bridge,Red Hot Chili Peppers - Under the Bridge
765,Chiron,All That Remains,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/All That Remains - Chiron,All That Remains - Chiron
766,This Calling,All That Remains,RockBand1DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/All That Remains - This Calling,All That Remains - This Calling
767,Space Truckin',Deep Purple,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Deep Purple - Space Truckin',Deep Purple - Space Truckin'
768,Take Back the City,Snow Patrol,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Snow Patrol - Take Back the City,Snow Patrol - Take Back the City
769,Claudette,Roy Orbison,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Roy Orbison - Claudette,Roy Orbison - Claudette
770,In Dreams,Roy Orbison,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Roy Orbison - In Dreams,Roy Orbison - In Dreams
771,Mean Woman Blues,Roy Orbison,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Roy Orbison - Mean Woman Blues,Roy Orbison - Mean Woman Blues
772,"Oh, Pretty Woman",Roy Orbison,RockBand2DLC,Yes,Yes,"/media/gary/exData/xbox/RockBand/ToSort/Roy Orbison - Oh, Pretty Woman","Roy Orbison - Oh, Pretty Woman"
773,Ooby Dooby,Roy Orbison,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Roy Orbison - Ooby Dooby,Roy Orbison - Ooby Dooby
774,You Got It,Roy Orbison,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Roy Orbison - You Got It,Roy Orbison - You Got It
775,Entangled,Honest Bob and the Factory-to-Dealer Incentives,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Honest Bob and the Factory-to-Dealer Incentives - Entangled,Honest Bob and the Factory-to-Dealer Incentives - Entangled
776,Are You Gonna Go My Way,Lenny Kravitz,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Lenny Kravitz - Are You Gonna Go My Way,Lenny Kravitz - Are You Gonna Go My Way
777,Freedom Train,Lenny Kravitz,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Lenny Kravitz - Freedom Train,Lenny Kravitz - Freedom Train
778,Mr. Cab Driver,Lenny Kravitz,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Lenny Kravitz - Mr. Cab Driver,Lenny Kravitz - Mr. Cab Driver
779,Megasus,Megasus,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Megasus - Megasus,Megasus - Megasus
780,Feed the Tree,Belly,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Belly - Feed the Tree,Belly - Feed the Tree
781,Wind Me Up,Ghost Hounds,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Ghost Hounds - Wind Me Up,Ghost Hounds - Wind Me Up
782,Typical,Mutemath,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Mutemath - Typical,Mutemath - Typical
783,War Zone,Rob Zombie,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Rob Zombie - War Zone,Rob Zombie - War Zone
784,Space Cowboy,Steve Miller Band,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Steve Miller Band - Space Cowboy,Steve Miller Band - Space Cowboy
785,Cold Rain and Snow,Grateful Dead,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Grateful Dead - Cold Rain and Snow,Grateful Dead - Cold Rain and Snow
786,Doin' That Rag,Grateful Dead,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Grateful Dead - Doin' That Rag,Grateful Dead - Doin' That Rag
787,Don't Ease Me In,Grateful Dead,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Grateful Dead - Don't Ease Me In,Grateful Dead - Don't Ease Me In
788,Fire on the Mountain,Grateful Dead,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Grateful Dead - Fire on the Mountain,Grateful Dead - Fire on the Mountain
789,Hell in a Bucket,Grateful Dead,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Grateful Dead - Hell in a Bucket,Grateful Dead - Hell in a Bucket
790,Uncle John's Band,Grateful Dead,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Grateful Dead - Uncle John's Band,Grateful Dead - Uncle John's Band
791,Break My Heart,Nikko,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Nikko - Break My Heart,Nikko - Break My Heart
792,Don't Tell Me,Nikko,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Nikko - Don't Tell Me,Nikko - Don't Tell Me
793,Precious,The Pretenders,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Pretenders - Precious,The Pretenders - Precious
794,Cowboy Song (Live),Thin Lizzy,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Thin Lizzy - Cowboy Song (Live),Thin Lizzy - Cowboy Song (Live)
795,Jailbreak (Live),Thin Lizzy,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Thin Lizzy - Jailbreak (Live),Thin Lizzy - Jailbreak (Live)
796,The Boys Are Back in Town (Live),Thin Lizzy,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Thin Lizzy - The Boys Are Back in Town (Live),Thin Lizzy - The Boys Are Back in Town (Live)
797,Creepin' Up the Backstairs,The Fratellis,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Fratellis - Creepin' Up the Backstairs,The Fratellis - Creepin' Up the Backstairs
798,Flathead,The Fratellis,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Fratellis - Flathead,The Fratellis - Flathead
799,Henrietta,The Fratellis,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/The Fratellis - Henrietta,The Fratellis - Henrietta
800,Wasted Again,Turbonegro,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Turbonegro - Wasted Again,Turbonegro - Wasted Again
801,Black Sunshine,White Zombie,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/White Zombie - Black Sunshine,White Zombie - Black Sunshine
802,More Human than Human,White Zombie,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/White Zombie - More Human than Human,White Zombie - More Human than Human
803,Futures,Jimmy Eat World,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Jimmy Eat World - Futures,Jimmy Eat World - Futures
804,Lucky Denver Mint,Jimmy Eat World,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Jimmy Eat World - Lucky Denver Mint,Jimmy Eat World - Lucky Denver Mint
805,Sweetness,Jimmy Eat World,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Jimmy Eat World - Sweetness,Jimmy Eat World - Sweetness
806,People Got a Lotta Nerve,Neko Case,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Neko Case - People Got a Lotta Nerve,Neko Case - People Got a Lotta Nerve
807,Time Bomb (Live),Old 97's,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Old 97's - Time Bomb (Live),Old 97's - Time Bomb (Live)
808,New,No Doubt,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/No Doubt - New,No Doubt - New
809,Dirty Pool,Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - Dirty Pool,Stevie Ray Vaughan and Double Trouble - Dirty Pool
810,I'm Cryin',Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - I'm Cryin',Stevie Ray Vaughan and Double Trouble - I'm Cryin'
811,Lenny,Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - Lenny,Stevie Ray Vaughan and Double Trouble - Lenny
812,Love Struck Baby,Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - Love Struck Baby,Stevie Ray Vaughan and Double Trouble - Love Struck Baby
813,Mary Had a Little Lamb,Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - Mary Had a Little Lamb,Stevie Ray Vaughan and Double Trouble - Mary Had a Little Lamb
814,Pride and Joy,Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - Pride and Joy,Stevie Ray Vaughan and Double Trouble - Pride and Joy
815,Rude Mood,Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - Rude Mood,Stevie Ray Vaughan and Double Trouble - Rude Mood
816,Tell Me,Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - Tell Me,Stevie Ray Vaughan and Double Trouble - Tell Me
817,Testify,Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - Testify,Stevie Ray Vaughan and Double Trouble - Testify
818,Texas Flood,Stevie Ray Vaughan and Double Trouble,RockBand2DLC,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Stevie Ray Vaughan and Double Trouble - Texas Flood,Stevie Ray Vaughan and Double Trouble - Texas Flood
